"#","Nome do Produto","SKU","Categoria","Prioridade","Repostável","Status Post","Link do Produto","Link da Imagem","Legenda Instagram","Observações","Ordem de Postagem"
"117","Viseira Ciclista com Elástico em Tecido","136.00.06","Viseira","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/viseiras/viseira-ciclista-com-elastico/viseira-ciclista-com-elastico-de-tecido-laranja","https://images.tcdn.com.br/img/img_prod/1063786/viseira_ciclista_com_elastico_de_tecido_laranja_117_1_bec3f9902d217ff49aafb522456eccdc.jpg","","","11"
"119","Viseira Fibra Mista","137.00.13.001","Viseira","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/viseiras/viseira-de-fibra/viseira-fibra-mista","https://images.tcdn.com.br/img/img_prod/1063786/viseira_fibra_mista_119_1_039d1f4ca2f62630d00a6ee6af76a3f7.jpg","","","12"
"121","Boina Militar Paraná em Tecido Brim Camuflado","086.00.06.039","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/boina-parana/boina-parana-brim-de-tecido-marrom","https://images.tcdn.com.br/img/img_prod/1063786/boina_militar_parana_em_tecido_camuflado_121_1_25fbfcd99e7907c393046fc532d1b0e0.png","","Marca: San Doná","13"
"147","Gorro Militar de Tecido","087.00.06.091","Gorro","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/gorro-militar/gorro-militar-de-tecido-azul","https://images.tcdn.com.br/img/img_prod/1063786/gorro_militar_de_tecido_147_1_8f0423726c0566f0b2a60263f95187af.jpg","","","14"
"151","Gorro Pala Dura com Viés de Tecido","088.00.06.039","Gorro","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/gorro-militar/gorro-pala-dura-com-vies-de-tecido-camuflado","https://images.tcdn.com.br/img/img_prod/1063786/gorro_pala_dura_com_vies_de_tecido_camuflado_151_1_6eb18ee55a7f1a24d07e7e3c17642680.jpg","","","15"
"153","Gorro Militar com Folho de Tecido Camuflado","114.00.06.039","Gorro","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/gorro-militar/gorro-militar-com-folho-de-tecido-camuflado","https://images.tcdn.com.br/img/img_prod/1063786/gorro_militar_com_folho_de_tecido_camuflado_153_1_82e5fca47a63b5a73ee1b5f93db8fb33.jpg","","","16"
"155","Boné Confederado de Tecido com Ilhós Lateral e Detalhe Frontal Bordado","115.00.06.022","Boné","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/bone-confederado/bone-confederado-de-tecido-preto-com-ilhos-lateral-e-detalhe-frontal-bordado","https://images.tcdn.com.br/img/img_prod/1063786/bone_confederado_de_tecido_preto_com_ilhos_lateral_e_detalhe_frontal_bordado_155_1_ac718f23e9cd6ab37b81a659f75596d7.jpg","","","17"
"157","Boné Confederado de Tecido com Ilhós Lateral","115.00.06.091","Boné","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/bone-confederado/bone-confederado-de-tecido-verde-com-ilhos-lateral","https://images.tcdn.com.br/img/img_prod/1063786/bone_confederado_de_tecido_verde_com_ilhos_lateral_157_1_124689b7063e6086994ac751f990fdad.jpg","","","18"
"159","Gorro de Selva de Tecido com Barbicacho e Ilhós Lateral","116.00.06.039","Gorro","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/chapeu-gorro-de-selva/gorro-de-selva-de-tecido-camuflado-com-barbicacho-e-ilhos-lateral","https://images.tcdn.com.br/img/img_prod/1063786/gorro_de_selva_de_tecido_com_barbicacho_e_ilhos_lateral_159_1_fc8b8f83dd7e1ba2a666c9d69715a5e4.png","","Marca: San Doná","19"
"161","Boina London Soft Feltro de Lã Preto","038.64.04.022","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/london-ou-liverpool/boina-london-soft/boina-london-soft-de-feltro-azul-marinho","https://images.tcdn.com.br/img/img_prod/1063786/boina_london_soft_feltro_de_la_preto_161_1_9a75a97ae3e36c3bd51619621a1cd35a.png","","Marca: San Doná","20"
"175","Boina Liverpool Crioulo em Malha Piquet Azul","112.64.09.024","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/london-ou-liverpool/boina-liverpool-crioulo/boina-liverpool-crioulo-de-malha-piquet-azul-marinho","https://images.tcdn.com.br/img/img_prod/1063786/boina_liverpool_crioulo_em_malha_piquet_azul_175_1_8a0f29f1cb2ce8711ce12dd8654563c6.jpg","","Marca: San Doná","21"
"191","Boina Liverpool em Malha Piquet Azul","038.64.09.024","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/london-ou-liverpool/boina-liverpool-crioulo/boina-liverpool-de-malha-piquet-azul-marinho","https://images.tcdn.com.br/img/img_prod/1063786/boina_liverpool_em_malha_piquet_azul_191_1_ad03c094e5f253684d80f1c5b4be5ebf.jpg","","Marca: San Doná","22"
"205","Boina Liverpool Street em Malha Piquet Azul","095.64.09.024","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/london-ou-liverpool/boina-liverpool-crioulo/boina-liverpool-street-de-malha-piquet-azul-marinho-com-detalhe-laranja-e-azul","https://images.tcdn.com.br/img/img_prod/1063786/boina_liverpool_street_em_malha_piquet_azul_205_1_0081b8a3cf50fcdbbd3fd007597aa9f0.jpg","","Marca: San Doná","23"
"221","Boina Liverpool Pampa em Malha Piquet Azul","111.64.09.024","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/london-ou-liverpool/boina-liverpool-pampa/boina-liverpool-pampa-de-malha-piquet-azul-com-detalhe-azul-marinho-e-bege","https://images.tcdn.com.br/img/img_prod/1063786/boina_liverpool_pampa_em_malha_piquet_azul_221_1_ce7904e0236567af2f684aa8c0e9b59e.jpg","","Marca: San Doná","24"
"237","Boina Bristol em Couro Camurça Marfim","080.63.05.027","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/london-ou-liverpool/boina-bristol-couro/boina-bristol-de-couro-camurca","https://images.tcdn.com.br/img/img_prod/1063786/boina_bristol_em_couro_camurca_marfim_237_1_6cb35990919009d6af0af2a31b69d1a8.png","","Marca: San Doná","25"
"239","Boina Bristol de Fibra Mista Natural","080.63.13.001","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/london-ou-liverpool/boina-bristol-fibra/boina-bristol-de-fibra-mista-natural","https://images.tcdn.com.br/img/img_prod/1063786/boina_bristol_de_fibra_mista_natural_239_1_827716f914d7704535cbd530ae87c0b7.png","","Marca: San Doná","26"
"241","Boina Liverpool em Tecido Xadrez Tartan Marrom, Bege, Amarelo e Vermelho Verão","038.64.06.113","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/london-ou-liverpool/bone-liverpool-tecido/boina-liverpool-em-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_liverpool_em_tecido_xadrez_tartan_marrom_bege_amarelo_e_vermelho_241_1_86ba74f5b12361c511e076fe598c0d04.png","","Marca: San Doná","27"
"303","Boina Tradicional Soft de Feltro Azul Marinho","039.63.04.024","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-tradicional/boina-tradicional-feltro/boina-tradicional-soft-de-feltro-azul-marinho","https://images.tcdn.com.br/img/img_prod/1063786/boina_tradicional_soft_de_feltro_azul_marinho_303_1_f918f07c3abfddbb5b9d2716b24fcb12.jpg","","Marca: San Doná","28"
"305","Boina Tradicional Tapa Orelha","079.00.06.746","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-tradicional/boina-tradicional-com-orelha/boina-tradicional-com-orelha-de-tecido-lanoso-xadrez-bege-marrom-bordo-azul-e-verde","https://images.tcdn.com.br/img/img_prod/1063786/boina_tradicional_com_orelha_305_1_8e6df01f8865cf0f14d4cf4fa6213e2a.jpg","","Marca: San Doná","29"
"309","Boina Classic em Couro Vacum Marrom","081.00.10.028","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-tradicional/boina-tradicional-tecido/boina-classic-de-couro-vacum-marrom","https://images.tcdn.com.br/img/img_prod/1063786/boina_classic_de_couro_vacum_marrom_309_1_baebf80f8f7a20f1a7547b6f2448dc7e.png","","Marca: San Doná","30"
"313","Boina Classic em Couro de Porco Whisky","081.00.11.029","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-classic/boina-classic-couro-de-porco/boina-classic-de-couro-de-porco-marfim","https://images.tcdn.com.br/img/img_prod/1063786/boina_classic_em_couro_de_porco_whisky_313_1_b13bb9551048eaa0bc023c4579911915.png","","Marca: San Doná","31"
"315","Boina Classic em Tecido","081.00.06.746","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-classic/boina-classic-tecido/boina-classic-de-tecido-chevron-bege-e-caqui","https://images.tcdn.com.br/img/img_prod/1063786/boina_classic_em_tecido_315_1_dff96f2ea13fd1036f93ab714ede515d.jpg","","Marca: San Doná","32"
"351","Boina Militar I de Feltro com Debrum de Napa","083.61.16.925","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/boina-militar-i/boina-militar-i-de-feltro-com-debrum-de-napa","https://images.tcdn.com.br/img/img_prod/1063786/boina_militar_i_de_feltro_com_debrum_de_napa_351_1_60ef493d0cd7e07a9c021e5fff0839e5.jpg","","","33"
"353","Boina Militar II de Feltro com Debrum de Napa","085.62.16.925","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-militares/boina-militar-i/boina-militar-ii-de-feltro-com-debrum-de-napa","https://images.tcdn.com.br/img/img_prod/1063786/boina_militar_ii_de_feltro_com_debrum_de_napa_353_1_662031eca73b30a3b7096c5bf9daf453.jpg","","","34"
"355","Boina Recoluta de Feltro","113.60.16","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/militar/boina-recoluta/boina-recoluta-de-feltro","https://images.tcdn.com.br/img/img_prod/1063786/boina_recoluta_de_feltro_355_1_57aa3fd5c2822608f330f7900114003f.jpg","","","35"
"357","Boina Tradicional em Tecido com Botão na Aba","078.00.06.746","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-tradicional/boina-tradicional-tecido/boina-tradicional-de-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_tradicional_em_tecido_com_botao_na_aba_357_1_1b4f0aeeec90c28d8748eac5ff3d27bd.jpg","","","36"
"359","Boina Livorno em Tecido","074.00.06.154","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-livorno/boina-livorno-de-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_livorno_de_tecido_359_1_792978c09b657c933ae81246e646bcf6.jpg","","","37"
"361","Boina Verona em Tecido","071.00.06.722","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-verona/boina-verona-de-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_verona_de_tecido_361_1_056ab062b53d68d2e583c37dc1bbcd89.jpg","","Marca: San Doná","38"
"365","Boina Trapani em Tecido","070.00.06.745","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-trapani/boina-trapani-de-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_trapani_em_tecido_365_1_8f5e7f408a95346deda6eaa94f74fb17.png","","Marca: San Doná","39"
"367","Boné Baseball em Couro de Porco Marfim","040.00.11.027","Boné","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/bone-baseball/bone-baseball-de-couro-de-porco","https://images.tcdn.com.br/img/img_prod/1063786/bone_baseball_de_couro_de_porco_367_1_d322e19d4e7e8c80795502453989c16b.jpg","","Marca: San Doná","40"
"369","Boné Bari em Tecido","075.00.06.113","Boné","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/bone-bari/bone-bari-de-tecido","https://images.tcdn.com.br/img/img_prod/1063786/bone_bari_em_tecido_369_1_aacdb66c6ed51c3a0fb3243c4f7761b8.jpg","","","41"
"373","Boina Oito Gomos com Lapela em Tecido","133.00.06.153","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-oito-gomos-com-lapela/boina-oito-gomos-com-lapela-em-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_oito_gomos_com_lapela_em_tecido_373_1_17e4cfa861d6ab4a9ca61a59339e82b9.png","","","42"
"375","Boina Belamina em Tecido","067.00.06.092","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-verona/boina-belamina-de-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_belamina_de_tecido_375_1_2370ff52549058200295a78c04ea205c.jpg","","Marca: San Doná","43"
"377","Boina Caprina em Tecido","064.00.06.022","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-caprina/boina-caprina-em-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_caprina_em_tecido_377_1_f7740098aad004de3ae8c982c103173c.jpg","","Marca: San Doná","44"
"379","Boina Donatela em Tecidos Xadrez e Estampados","062.00.06","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-donatela/boina-donatela-em-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_donatela_em_tecidos_xadrez_e_estampados_379_1_4f6fce2df55e3257a01b5328e6683d57.jpg","","","45"
"385","Boné Pescador I","131.00.06.054","Boné","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/bone-pescador/bone-pescador-i/bone-pescador-i","https://images.tcdn.com.br/img/img_prod/1063786/bone_pescador_i_385_1_609ddb3fddcca230a21007db6776c994.jpg","","","46"
"387","Boné Pescador II em Tecido Camuflado","132.00.06.039","Boné","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/bone-pescador/bone-pescador-ii/bone-pescador-ii","https://images.tcdn.com.br/img/img_prod/1063786/bone_pescador_ii_em_tecido_camuflado_387_1_dcfe31237de20713589ce93aa3daec38.png","","Marca: San Doná","47"
"389","Boina a Gavroche em Tecidos Xadrez e Estampados","138.00.06.196","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-gavroche/boina-a-gavroche-em-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_a_gavroche_em_tecido_389_1_2a5ac0c56e4ec8ad7aaad15f6b0a190a.png","","","48"
"391","Boina Cap Mariner em Tecido","076.00.06.022","Boina","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/boinas-italianas/boina-cap-mariner/boina-cap-mariner-em-tecido","https://images.tcdn.com.br/img/img_prod/1063786/boina_cap_mariner_em_tecido_391_1_b052e43d07932a116d85aabc10162030.png","","","49"
"393","Chapéu Víquez Mexicano Fita Dourada","500.02.00","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-country-importados/viquez/chapeu-viquez-mexicano-fita-dourada","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_viquez_mexicano_fita_dourada_393_1_ca52aff77b300cb8abe72739c3220d0d.jpg","","Marca: Sibu Company","50"
"395","Chapéu Macho Mexicano Fita Dourada","501.02.00","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-country-importados/macho/chapeu-macho-mexicano-fita-dourada","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_macho_mexicano_fita_dourada_395_1_b39fb6ca205a74c9e2bd884309155acb.jpg","","Marca: Sibu Company","51"
"397","Chapéu Macho Quadrado Mexicano Fita Dourada","502.02.00","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-country-importados/macho-quadrado/chapeu-macho-quadrado-mexicano-fita-dourada","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_macho_quadrado_mexicano_fita_dourada_397_1_c7d43b0e0ede83fdaf229819f6dcf1c2.jpg","","Marca: Sibu Company","52"
"399","Chapéu Salvador Lona de Algodão Bege com Fita de Gorgurão Preta","027.04.02.002","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/salvador/chapeu-salvador-de-canhamo-bege","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_salvador_de_canhamo_bege_399_1_f1be0ad41eba50deeb61c61f3da6fbec.jpg","","Marca: Sibu Company","53"
"401","Chapéu Salvador Lona de Algodão Crú com Fita de Gorgurão Preta","027.04.02.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/salvador/chapeu-salvador-de-canhamo-cru","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_salvador_lona_de_algodao_cru_com_fita_de_gorgurao_preta_401_1_9dd9420fcc6df0bd8082de6ad96a816d.png","","Marca: Sibu Company","54"
"403","Chapéu Serrano Lona de Algodão Bege com Fita de Gorgurão Preta","030.05.02.002","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/serrano/chapeu-serrano-de-canhamo-bege","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_serrano_de_canhamo_bege_403_1_ea5b9437b64fd86f0ec63171590de15b.jpg","","Marca: Sibu Company","55"
"405","Chapéu Serrano Lona de Algodão Crú com Fita de Gorgurão Preta","030.05.02.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/serrano/chapeu-serrano-de-canhamo-cru","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_serrano_de_canhamo_cru_405_1_7f4103b1b2bb4216a3b3daf3e400b955.jpg","","Marca: Sibu Company","56"
"407","Chapéu Milano Lona de Algodão Bege com Fita de Gorgurão Preta","007.04.02.002","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/milano/chapeu-milano-de-canhamo-bege","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_milano_de_canhamo_bege_407_1_2176d83f1e6e7c9fd3080050e512a522.jpg","","Marca: Sibu Company","57"
"409","Chapéu Milano Lona de Algodão Crú com Fita de Gorgurão Preta","007.04.02.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/milano/chapeu-milano-de-canhamo-cru","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_milano_lona_de_algodao_cru_com_fita_de_gorgurao_preta_409_1_752f8809eedc1881d8281bc6d85de33c.png","","Marca: Sibu Company","58"
"411","Chapéu Milano Fibra Natural com Fita de Gorgurão Preta","007.04.13.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/milano/chapeu-milano-de-fibra-mista","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_milano_fibra_natural_com_fita_de_gorgurao_preta_411_1_6dafc13aa56cf413622b18bf07e927a5.png","","Marca: Sibu Company","59"
"413","Chapéu Milano Juta Natural com Fita de Gorgurão Preta","007.04.03.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/milano/chapeu-milano-de-juta-natural","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_milano_de_juta_natural_413_1_48258a49cd6f65a6b280844a81795703.jpg","","Marca: Sibu Company","60"
"415","Chapéu Milano Soft Feltro de Lã","007.04.04.024","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/milano/chapeu-milano-soft-de-feltro","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_milano_soft_de_feltro_415_1_4f03b57a0ded2ed2a81b01eb63048559.jpg","","Marca: Sibu Company","61"
"417","Chapéu Social Feltro de Lã","013.04.17.027","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/social/chapeu-social-em-feltro","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_social_em_feltro_417_1_7446ee3d18ccc35810b84940381553a7.jpg","","Marca: Sibu Company","62"
"419","Chapéu Social Lona de Algodão Bege com Fita de Gorgurão Preta","013.01.02.002","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/social/chapeu-social-de-canhamo-bege","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_social_de_canhamo_bege_419_1_f68e9d272ba824461a592f6d65a2015f.jpg","","Marca: Sibu Company","63"
"421","Chapéu Social Lona de Algodão Crú com Fita de Gorgurão Preta","013.01.02.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/social/chapeu-social-de-canhamo-cru","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_social_lona_de_algodao_cru_com_fita_de_gorgurao_preta_421_1_2b5337f70b8860bd0635ec1c14406ed4.png","","Marca: Sibu Company","64"
"423","Chapéu Social Fibra Natural com Fita de Gorgurão Preta","013.01.13.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/social/chapeu-social-de-fibra-natural","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_social_de_fibra_natural_423_1_fb6cb6e9ae8598da707e06475203d0bc.jpg","","Marca: Sibu Company","65"
"425","Chapéu Social Juta Natural com Fita de Gorgurão Preta","013.01.03.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/social/chapeu-social-de-juta-natural","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_social_de_juta_natural_425_1_00c5295ee7bf0138930dcd02e2512b76.jpg","","Marca: Sibu Company","66"
"427","Chapéu Luna Lona de Algodão Crú com Fita de Tecido Plissada Estampada e a Aba com Debrum de Gorgurão Preto","010.04.02.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/luna/chapeu-luna-de-canhamo-cru","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_luna_de_canhamo_cru_427_1_f9836ae78dc3e1641a933d548742b1b6.jpg","","Marca: Sibu Company","67"
"429","Chapéu Luna Fibra Natural com Fita de Tecido Plissada Estampada e a Aba com Debrum de Gorgurão Preto","010.04.13.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/social/chapeu-luna-de-fibra-mista","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_luna_de_fibra_mista_429_1_8853febb42ba65dcddee92c00bde3d3c.jpg","","Marca: Sibu Company","68"
"431","Chapéu Luna Juta Natural com Fita de Tecido Plissada Estampada e a Aba com Debrum de Gorgurão Preto","010.04.03.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/luna/chapeu-luna-de-juta-natural","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_luna_de_juta_natural_431_1_9b1f344cc00c6bd3741dc62f9ce324e6.jpg","","Marca: Sibu Company","69"
"433","Chapéu Diamante Lona de Algodão Bege com Fita de Tecido Preta","008.05.02.002","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/diamante/chapeu-diamante-de-canhamo-bege","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_diamante_de_canhamo_bege_433_1_c470bc1af084c60fce8af2d59ae6dac4.jpg","","Marca: Sibu Company","70"
"435","Chapéu Diamante Lona de Algodão Crú com Fita de Tecido Preta","008.05.02.001","Chapéu","Normal","Não","Não Postado","https://www.chapelariaacessorios.com.br/chapeus/chapeus-sociais/diamante/chapeu-diamante-de-canhamo-cru","https://images.tcdn.com.br/img/img_prod/1063786/chapeu_diamante_de_canhamo_cru_435_1_f37a660be64af8e15f1bbcff1ec79676.jpg","","Marca: Sibu Company","71"
